Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
T098,OTROS TRAUMATISMOS ESPECIFICADOS DEL TRONCO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T099,TRAUMATISMO NO ESPECIFICADO DEL TRONCO NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T10X,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T110,TRAUMATISMO SUPERFICIAL DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T111,HERIDA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T112,LUXACION ESGUINCE O TORCEDURA DE ARTICULACION O LIGAMENTO NO ESPECIFICADO DE MIEMBRO SU,CX,Diagnóstico (CIEX),1
T113,TRAUMATISMO DE NERVIO NO ESPECIFICADO DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T114,TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DE MIEMBRO SUPERIOR NIVEL NO ESPECIFIC,CX,Diagnóstico (CIEX),1
T115,TRAUMATISMO DE TENDON Y MUSCULO NO ESPECIFICADOS DE MIEMBRO SUPERIOR NIVEL NO ESPECIFIC,CX,Diagnóstico (CIEX),1
T116,AMPUTACION TRAUMATICA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T118,OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T119,TRAUMATISMO NO ESPECIFICADO DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T12X,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T130,TRAUMATISMO SUPERFICIAL DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T131,HERIDA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T132,LUXACION ESGUINCE O TORCEDURA DE ARTICULACION Y LIGAMENTOS NO ESPECIFICADOS DE MIEMBRO,CX,Diagnóstico (CIEX),1
T133,TRAUMATISMO DE NERVIOS NO ESPECIFICADOS DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T134,TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DE MIEMBRO INFERIOR NIVEL NO ESPECIFIC,CX,Diagnóstico (CIEX),1
T135,TRAUMATISMO DE TENDONES Y MUSCULOS NO ESPECIFICADOS DE MIEMBRO INFERIOR NIVEL NO ESPECI,CX,Diagnóstico (CIEX),1
T136,AMPUTACION TRAUMATICA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T138,OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T139,TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T140,TRAUMATISMO SUPERFICIAL DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T141,HERIDA DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T142,FRACTURA DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T143,LUXACION ESGUINCE Y TORCEDURA DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T144,TRAUMATISMO DE NERVIO (S) DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T145,TRAUMATISMO DE VASO (S) SANGUINEO (S) DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T146,TRAUMATISMO DE TENDONES Y MUSCULOS DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T147,TRAUMATISMO POR APLASTAMIENTO Y AMPUTACION TRAUMATICA DE REGIONES NO ESPECIFICADAS DEL C,CX,Diagnóstico (CIEX),1
T148,OTROS TRAUMATISMOS DE REGION NO ESPECIFICADA DEL CUERPO,CX,Diagnóstico (CIEX),1
T149,TRAUMATISMO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T150,CUERPO EXTRANO EN LA CORNEA,CX,Diagnóstico (CIEX),1
T151,CUERPO EXTRANO EN EL SACO CONJUNTIVAL,CX,Diagnóstico (CIEX),1
T158,CUERPO EXTRANO EN OTRAS Y EN MULTIPLES PARTES DE LA PARTE EXTERNA DEL OJO,CX,Diagnóstico (CIEX),1
T159,CUERPO EXTRANO EN PARTE EXTERNA DEL OJO SITIO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T16X,CUERPO EXTRANO EN EL OIDO,CX,Diagnóstico (CIEX),1
T170,CUERPO EXTRANO EN SENO PARANASAL,CX,Diagnóstico (CIEX),1
T171,CUERPO EXTRANO EN EL ORIFICIO NASAL,CX,Diagnóstico (CIEX),1
T172,CUERPO EXTRANO EN LA FARINGE,CX,Diagnóstico (CIEX),1
T173,CUERPO EXTRANO EN LA LARINGE,CX,Diagnóstico (CIEX),1
T174,CUERPO EXTRANO EN LA TRAQUEA,CX,Diagnóstico (CIEX),1
T175,CUERPO EXTRANO EN BRONQUIOS,CX,Diagnóstico (CIEX),1
T178,CUERPO EXTRANO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS RESPIRATORIAS,CX,Diagnóstico (CIEX),1
T179,CUERPO EXTRANO EN LAS VIAS RESPIRATORIAS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T180,CUERPO EXTRANO EN LA BOCA,CX,Diagnóstico (CIEX),1
T181,CUERPO EXTRANO EN EL ESOFAGO,CX,Diagnóstico (CIEX),1
T182,CUERPO EXTRANO EN EL ESTOMAGO,CX,Diagnóstico (CIEX),1
T183,CUERPO EXTRANO EN EL INTESTINO DELGADO,CX,Diagnóstico (CIEX),1
T184,CUERPO EXTRANO EN EL COLON,CX,Diagnóstico (CIEX),1
T185,CUERPO EXTRANO EN EL ANO Y EN EL RECTO,CX,Diagnóstico (CIEX),1
T188,CUERPO EXTRANO EN OTRAS Y EN MULTIPLES PARTES DEL TUBO DIGESTIVO,CX,Diagnóstico (CIEX),1
T189,CUERPO EXTRANO EN EL TUBO DIGESTIVO PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T190,CUERPO EXTRANO EN LA URETRA,CX,Diagnóstico (CIEX),1
T191,CUERPO EXTRANO EN LA VEJIGA,CX,Diagnóstico (CIEX),1
T192,CUERPO EXTRANO EN LA VULVA Y EN LA VAGINA,CX,Diagnóstico (CIEX),1
T193,CUERPO EXTRANO EN EL UTERO [CUALQUIER PARTE],CX,Diagnóstico (CIEX),1
T198,CUERPO EXTRANO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS GENITOURINARIAS,CX,Diagnóstico (CIEX),1
T199,CUERPO EXTRANO EN LAS VIAS GENITOURINARIAS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T200,QUEMADURA DE LA CABEZA Y DEL CUELLO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T201,QUEMADURA DE LA CABEZA Y DEL CUELLO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T202,QUEMADURA DE LA CABEZA Y DEL CUELLO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T203,QUEMADURA DE LA CABEZA Y DEL CUELLO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T204,CORROSION DE LA CABEZA Y DEL CUELLO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T205,CORROSION DE LA CABEZA Y DEL CUELLO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T206,CORROSION DE LA CABEZA Y DEL CUELLO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T207,CORROSION DE LA CABEZA Y DEL CUELLO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T210,QUEMADURA DEL TRONCO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T211,QUEMADURA DEL TRONCO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T212,QUEMADURA DEL TRONCO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T213,QUEMADURA DEL TRONCO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T214,CORROSION DEL TRONCO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T215,CORROSION DEL TRONCO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T216,CORROSION DEL TRONCO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T217,CORROSION DEL TRONCO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T220,QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO DE LA MUNECA Y D,CX,Diagnóstico (CIEX),1
T221,QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR DE PRIMER GRADO EXCEPTO DE LA MUNECA Y DE LA M,CX,Diagnóstico (CIEX),1
T222,QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR DE SEGUNDO GRADO EXCEPTO DE LA MUNECA Y DE LA,CX,Diagnóstico (CIEX),1
T223,QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR DE TERCER GRADO EXCEPTO DE LA MUNECA Y DE LA M,CX,Diagnóstico (CIEX),1
T224,CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR GRADO NO ESPECIFICADO EXCEPTO DE LA MUNECA Y D,CX,Diagnóstico (CIEX),1
T225,CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR DE PRIMER GRADO EXCEPTO DE LA MUNECA Y DE LA M,CX,Diagnóstico (CIEX),1
T226,CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR DE SEGUNDO GRADO EXCEPTO DE LA MUNECA Y DE LA,CX,Diagnóstico (CIEX),1
T227,CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR DE TERCER GRADO EXCEPTO DE LA MUNECA Y DE LA M,CX,Diagnóstico (CIEX),1
T230,QUEMADURA DE LA MUNECA Y DE LA MANO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T231,QUEMADURA DE LA MUNECA Y DE LA MANO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T232,QUEMADURA DE LA MUNECA Y DE LA MANO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T233,QUEMADURA DE LA MUNECA Y DE LA MANO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T234,CORROSION DE LA MUNECA Y DE LA MANO GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T235,CORROSION DE LA MUNECA Y DE LA MANO DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T236,CORROSION DE LA MUNECA Y DE LA MANO DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T237,CORROSION DE LA MUNECA Y DE LA MANO DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T240,QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR GRADO NO ESPECIFICADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T241,QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE PRIMER GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T242,QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T243,QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR DE TERCER GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T244,CORROSION DE LA CADERA Y MIEMBRO INFERIOR GRADO NO ESPECIFICADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T245,CORROSION DE LA CADERA Y MIEMBRO INFERIOR DE PRIMER GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T246,CORROSION DE LA CADERA Y MIEMBRO INFERIOR DE SEGUNDO GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T247,CORROSION DE LA CADERA Y MIEMBRO INFERIOR DE TERCER GRADO EXCEPTO TOBILLO Y PIE,CX,Diagnóstico (CIEX),1
T250,QUEMADURA DEL TOBILLO Y DEL PIE GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T251,QUEMADURA DEL TOBILLO Y DEL PIE DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T252,QUEMADURA DEL TOBILLO Y DEL PIE DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T253,QUEMADURA DEL TOBILLO Y DEL PIE DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T254,CORROSION DEL TOBILLO Y DEL PIE GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T255,CORROSION DEL TOBILLO Y DEL PIE DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T256,CORROSION DEL TOBILLO Y DEL PIE DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T257,CORROSION DEL TOBILLO Y DEL PIE DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T260,QUEMADURA DEL PARPADO Y AREA PERIOCULAR,CX,Diagnóstico (CIEX),1
T261,QUEMADURA DE LA CORNEA Y SACO CONJUNTIVAL,CX,Diagnóstico (CIEX),1
T262,QUEMADURA CON RUPTURA Y DESTRUCCION RESULTANTES DEL GLOBO OCULAR,CX,Diagnóstico (CIEX),1
T263,QUEMADURA DE OTRAS PARTES DEL OJO Y SUS ANEXOS,CX,Diagnóstico (CIEX),1
T264,QUEMADURA DEL OJO Y ANEXOS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T265,CORROSION DEL PARPADO Y AREA PERIOCULAR,CX,Diagnóstico (CIEX),1
T266,CORROSION DE LA CORNEA Y SACO CONJUNTIVAL,CX,Diagnóstico (CIEX),1
T267,CORROSION CON RUPTURA Y DESTRUCCION RESULTANTES DEL GLOBO OCULAR,CX,Diagnóstico (CIEX),1
T268,CORROSION DE OTRAS PARTES DEL OJO Y SUS ANEXOS,CX,Diagnóstico (CIEX),1
T269,CORROSION DEL OJO Y SUS ANEXOS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T270,QUEMADURA DE LA LARINGE Y DE LA TRAQUEA,CX,Diagnóstico (CIEX),1
T271,QUEMADURA QUE AFECTA LA LARINGE Y LA TRAQUEA CON EL PULMON,CX,Diagnóstico (CIEX),1
T272,QUEMADURA DE OTRAS PARTES DE LAS VIAS RESPIRATORIAS,CX,Diagnóstico (CIEX),1
T273,QUEMADURA DE LAS VIAS RESPIRATORIAS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T274,CORROSION DE LA LARINGE Y DE LA TRAQUEA,CX,Diagnóstico (CIEX),1
T275,CORROSION QUE AFECTA LA LARINGE Y LA TRAQUEA CON EL PULMON,CX,Diagnóstico (CIEX),1
T276,CORROSION DE OTRAS PARTES DE LAS VIAS RESPIRATORIAS,CX,Diagnóstico (CIEX),1
T277,CORROSION DE LAS VIAS RESPIRATORIAS PARTE NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T280,QUEMADURA DE LA BOCA Y DE LA FARINGE,CX,Diagnóstico (CIEX),1
T281,QUEMADURA DEL ESOFAGO,CX,Diagnóstico (CIEX),1
T282,QUEMADURA DE OTRAS PARTES DEL TUBO DIGESTIVO,CX,Diagnóstico (CIEX),1
T283,QUEMADURA DE ORGANOS GENITOURINARIOS INTERNOS,CX,Diagnóstico (CIEX),1
T284,QUEMADURA DE OTROS ORGANOS INTERNOS Y DE LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T285,CORROSION DE LA BOCA Y DE LA FARINGE,CX,Diagnóstico (CIEX),1
T286,CORROSION DEL ESOFAGO,CX,Diagnóstico (CIEX),1
T287,CORROSION DE OTRAS PARTES DEL TUBO DIGESTIVO,CX,Diagnóstico (CIEX),1
T288,CORROSION DE ORGANOS GENITOURINARIOS INTERNOS,CX,Diagnóstico (CIEX),1
T289,CORROSION DE OTROS ORGANOS INTERNOS Y DE LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T290,QUEMADURAS DE MULTIPLES REGIONES GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T291,QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T292,QUEMADURAS DE MULTIPLES REGIONES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T293,QUEMADURAS MULTIPLES CON MENCION AL MENOS DE UNA QUEMADURA DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T294,CORROSIONES DE MULTIPLES REGIONES GRADO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T295,CORROSIONES MULTIPLES MENCIONADAS COMO DE NO MAS DE PRIMER GRADO,CX,Diagnóstico (CIEX),1
T296,CORROSIONES MULTIPLES MENCIONADAS COMO DE NO MAS DE SEGUNDO GRADO,CX,Diagnóstico (CIEX),1
T297,CORROSIONES MULTIPLES CON MENCION AL MENOS DE UNA CORROSION DE TERCER GRADO,CX,Diagnóstico (CIEX),1
T300,QUEMADURA DE REGION DEL CUERPO Y GRADO NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T301,QUEMADURA DE PRIMER GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T302,QUEMADURA DE SEGUNDO GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T303,QUEMADURA DE TERCER GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T304,CORROSION DE REGION DEL CUERPO Y GRADO NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T305,CORROSION DE PRIMER GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T306,CORROSION DE SEGUNDO GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T307,CORROSION DE TERCER GRADO REGION DEL CUERPO NO ESPECIFICADA,CX,Diagnóstico (CIEX),1
T310,QUEMADURAS QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T311,QUEMADURAS QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T312,QUEMADURAS QUE AFECTAN DEL 20 AL 29% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T313,QUEMADURAS QUE AFECTAN DEL 30 AL 39% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T314,QUEMADURAS QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T315,QUEMADURAS QUE AFECTAN DEL 50 AL 59% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T316,QUEMADURAS QUE AFECTAN DEL 60 AL 69% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T317,QUEMADURAS QUE AFECTAN DEL 70 AL 79% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T318,QUEMADURAS QUE AFECTAN DEL 80 AL 89% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T319,QUEMADURAS QUE AFECTAN EL 90% O MAS DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T320,CORROSIONES QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T321,CORROSIONES QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T322,CORROSIONES QUE AFECTAN DEL 20 AL 29% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T323,CORROSIONES QUE AFECTAN DEL 30 AL 39% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T324,CORROSIONES QUE AFECTAN DEL 40 AL 49% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T325,CORROSIONES QUE AFECTAN DEL 50 AL 59% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T326,CORROSIONES QUE AFECTAN DEL 60 AL 69% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T327,CORROSIONES QUE AFECTAN DEL 70 AL 79% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T328,CORROSIONES QUE AFECTAN DEL 80 AL 89% DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T329,CORROSIONES QUE AFECTAN EL 90% O MAS DE LA SUPERFICIE DEL CUERPO,CX,Diagnóstico (CIEX),1
T330,CONGELAMIENTO SUPERFICIAL DE LA CABEZA,CX,Diagnóstico (CIEX),1
T331,CONGELAMIENTO SUPERFICIAL DEL CUELLO,CX,Diagnóstico (CIEX),1
T332,CONGELAMIENTO SUPERFICIAL DEL TORAX,CX,Diagnóstico (CIEX),1
T333,CONGELAMIENTO SUPERFICIAL DE LA PARED ABDOMINAL REGION LUMBOSACRA Y PELVIS,CX,Diagnóstico (CIEX),1
T334,CONGELAMIENTO SUPERFICIAL DEL BRAZO,CX,Diagnóstico (CIEX),1
T335,CONGELAMIENTO SUPERFICIAL DE LA MUNECA Y DE LA MANO,CX,Diagnóstico (CIEX),1
T336,CONGELAMIENTO SUPERFICIAL DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
T337,CONGELAMIENTO SUPERFICIAL DE LA RODILLA Y DE LA PIERNA,CX,Diagnóstico (CIEX),1
T338,CONGELAMIENTO SUPERFICIAL DEL TOBILLO Y DEL PIE,CX,Diagnóstico (CIEX),1
T339,CONGELAMIENTO SUPERFICIAL DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T340,CONGELAMIENTO CON NECROSIS TISULAR DE LA CABEZA,CX,Diagnóstico (CIEX),1
T341,CONGELAMIENTO CON NECROSIS TISULAR DEL CUELLO,CX,Diagnóstico (CIEX),1
T342,CONGELAMIENTO CON NECROSIS TISULAR DEL TORAX,CX,Diagnóstico (CIEX),1
T343,CONGELAMIENTO CON NECROSIS TISULAR DE LA PARED ABDOMINAL REGION LUMBOSACRA Y PELVIS,CX,Diagnóstico (CIEX),1
T344,CONGELAMIENTO CON NECROSIS TISULAR DEL BRAZO,CX,Diagnóstico (CIEX),1
T345,CONGELAMIENTO CON NECROSIS TISULAR DE LA MUNECA Y DE LA MANO,CX,Diagnóstico (CIEX),1
T346,CONGELAMIENTO CON NECROSIS TISULAR DE LA CADERA Y DEL MUSLO,CX,Diagnóstico (CIEX),1
T347,CONGELAMIENTO CON NECROSIS TISULAR DE LA RODILLA Y DE LA PIERNA,CX,Diagnóstico (CIEX),1
T348,CONGELAMIENTO CON NECROSIS TISULAR DEL TOBILLO Y DEL PIE,CX,Diagnóstico (CIEX),1
T349,CONGELAMIENTO CON NECROSIS TISULAR DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T350,CONGELAMIENTO SUPERFICIAL QUE AFECTA MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T351,CONGELAMIENTO CON NECROSIS TISULAR QUE AFECTA MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T352,CONGELAMIENTO NO ESPECIFICADO DE LA CABEZA Y DEL CUELLO,CX,Diagnóstico (CIEX),1
T353,CONGELAMIENTO NO ESPECIFICADO DEL TORAX DEL ABDOMEN DE LA REGION LUMBOSACRA Y DE LA PE,CX,Diagnóstico (CIEX),1
T354,CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO SUPERIOR,CX,Diagnóstico (CIEX),1
T355,CONGELAMIENTO NO ESPECIFICADO DEL MIEMBRO INFERIOR,CX,Diagnóstico (CIEX),1
T356,CONGELAMIENTO NO ESPECIFICADO QUE AFECTA MULTIPLES REGIONES DEL CUERPO,CX,Diagnóstico (CIEX),1
T357,CONGELAMIENTO NO ESPECIFICADO DE SITIO NO ESPECIFICADO,CX,Diagnóstico (CIEX),1
T360,PENICILINAS,CX,Diagnóstico (CIEX),1
T361,CEFALOSPORINAS Y OTROS ANTIBIOTICOS BETA-LACTAMICOS,CX,Diagnóstico (CIEX),1
T362,GRUPO DEL CLORAMFENICOL,CX,Diagnóstico (CIEX),1
T363,MACROLIDOS,CX,Diagnóstico (CIEX),1
T364,TETRACICLINAS,CX,Diagnóstico (CIEX),1
T365,AMINOGLUCOSIDOS,CX,Diagnóstico (CIEX),1
T366,RIFAMICINAS,CX,Diagnóstico (CIEX),1
T367,ANTIBIOTICOS ANTIMICOTICOS USADOS SISTEMICAMENTE,CX,Diagnóstico (CIEX),1
T368,OTROS ANTIBIOTICOS SISTEMICOS,CX,Diagnóstico (CIEX),1
T369,ANTIBIOTICOS SISTEMICOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T370,SULFONAMIDAS,CX,Diagnóstico (CIEX),1
T371,DROGAS ANTIMICOBACTERIANAS,CX,Diagnóstico (CIEX),1
T372,ANTIPALUDICOS Y DROGAS DE ACCION CONTRA OTROS PROTOZOARIOS SANGUINEOS,CX,Diagnóstico (CIEX),1
T373,OTRAS DROGAS ANTIPROTOZOARIAS,CX,Diagnóstico (CIEX),1
T374,ANTIHELMINTICOS,CX,Diagnóstico (CIEX),1
T375,DROGAS ANTIVIRALES,CX,Diagnóstico (CIEX),1
T378,OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T379,ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T380,GLUCOCORTICOIDES Y ANALOGOS SINTETICOS,CX,Diagnóstico (CIEX),1
T381,HORMONAS TIROIDEAS Y SUSTITUTOS,CX,Diagnóstico (CIEX),1
T382,DROGAS ANTITIROIDEAS,CX,Diagnóstico (CIEX),1
T383,INSULINA Y DROGAS HIPOGLUCEMIANTES ORALES [ANTIDIABETICAS],CX,Diagnóstico (CIEX),1
T384,ANTICONCEPTIVOS ORALES,CX,Diagnóstico (CIEX),1
T385,OTROS ESTROGENOS Y PROGESTOGENOS,CX,Diagnóstico (CIEX),1
T386,ANTIGONADOTROFINAS ANTIESTROGENOS Y ANTIANDROGENOS NO CLASIFICADOS EN OTRA PARTE,CX,Diagnóstico (CIEX),1
T387,ANDROGENOS Y SUS CONGENERES ANABOLICOS,CX,Diagnóstico (CIEX),1
T388,OTRAS HORMONAS Y SUSTITUTOS SINTETICOS Y LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T389,OTROS ANTAGONISTAS DE LAS HORMONAS Y LOS NO ESPECIFICADOS,CX,Diagnóstico (CIEX),1
T390,SALICILATOS,CX,Diagnóstico (CIEX),1
T391,DERIVADOS DEL PARAAMINOFENOL,CX,Diagnóstico (CIEX),1
